model,task,story_id,repetition,emergence_point
deepseek14b,implicature,swmimp046,2,
qwen14b,implicature,swmimp107,1,1
deepseek14b,implicature,swmimp046,1,
qwen14b,implicature,swmimp104,3,
deepseek14b,implicature,swmimp045,3,
deepseek14b,implicature,swmimp045,2,
qwen14b,implicature,swmimp106,3,1
deepseek14b,implicature,swmimp045,1,
qwen14b,implicature,swmimp106,1,
deepseek14b,implicature,swmimp044,3,6
qwen14b,implicature,swmimp105,2,1
deepseek14b,implicature,swmimp044,2,5
qwen14b,implicature,swmimp105,1,1
deepseek14b,implicature,swmimp044,1,3
qwen14b,implicature,swmimp104,2,
deepseek14b,implicature,swmimp043,3,
qwen14b,implicature,swmimp103,3,
deepseek14b,implicature,swmimp043,2,
qwen14b,implicature,swmimp105,3,1
qwen14b,implicature,swmimp104,1,
deepseek14b,implicature,swmimp043,1,
qwen14b,implicature,swmimp103,2,
qwen14b,implicature,swmimp102,3,
deepseek14b,implicature,swmimp042,3,
qwen14b,implicature,swmimp102,2,
deepseek14b,implicature,swmimp042,2,
deepseek14b,implicature,swmimp042,1,
deepseek14b,implicature,swmimp041,3,
qwen14b,implicature,swmimp103,1,
qwen14b,implicature,swmimp102,1,12
deepseek14b,implicature,swmimp041,2,
qwen14b,implicature,swmimp101,3,6
deepseek14b,implicature,swmimp041,1,
qwen14b,implicature,swmimp101,1,
deepseek14b,implicature,swmimp040,3,3
qwen14b,implicature,swmimp101,2,
deepseek14b,implicature,swmimp040,1,2
qwen14b,implicature,swmimp100,3,
deepseek14b,implicature,swmimp039,1,3
qwen14b,implicature,swmimp100,2,6
deepseek14b,implicature,swmimp040,2,2
deepseek14b,implicature,swmimp038,2,
qwen14b,implicature,swmimp100,1,
qwen14b,implicature,swmimp099,3,
qwen14b,implicature,swmimp099,2,
deepseek14b,implicature,swmimp038,1,
qwen14b,implicature,swmimp099,1,
qwen14b,implicature,swmimp098,3,5
deepseek14b,implicature,swmimp038,3,
deepseek14b,implicature,swmimp063,2,1
qwen14b,implicature,swmimp098,2,
deepseek14b,implicature,swmimp037,3,
deepseek14b,implicature,swmimp039,3,6
qwen14b,implicature,swmimp097,2,1
deepseek14b,implicature,swmimp037,2,4
deepseek14b,implicature,swmimp037,1,
qwen14b,implicature,swmimp096,3,3
deepseek14b,implicature,swmimp036,3,
deepseek14b,implicature,swmimp036,2,
deepseek14b,implicature,swmimp036,1,6
qwen14b,implicature,swmimp096,1,2
deepseek14b,implicature,swmimp035,3,
qwen14b,implicature,swmimp096,2,4
qwen14b,implicature,swmimp095,3,
deepseek14b,implicature,swmimp035,2,
qwen14b,implicature,swmimp097,3,4
deepseek14b,implicature,swmimp035,1,
qwen14b,implicature,swmimp097,1,3
qwen14b,implicature,swmimp095,2,4
deepseek14b,implicature,swmimp034,3,2
qwen14b,implicature,swmimp095,1,
deepseek14b,implicature,swmimp034,2,
qwen14b,implicature,swmimp098,1,5
qwen14b,implicature,swmimp094,2,1
deepseek14b,implicature,swmimp034,1,3
qwen14b,implicature,swmimp094,3,4
deepseek14b,implicature,swmimp033,3,5
qwen14b,implicature,swmimp094,1,3
deepseek14b,implicature,swmimp033,2,
qwen14b,implicature,swmimp093,3,2
deepseek14b,implicature,swmimp033,1,
qwen14b,implicature,swmimp093,2,4
deepseek14b,implicature,swmimp032,3,
qwen14b,implicature,swmimp092,2,9
deepseek14b,implicature,swmimp032,2,
deepseek14b,implicature,swmimp032,1,5
qwen14b,implicature,swmimp093,1,3
deepseek14b,implicature,swmimp031,3,
qwen14b,implicature,swmimp092,1,9
deepseek14b,implicature,swmimp031,2,
qwen14b,implicature,swmimp090,3,3
deepseek14b,implicature,swmimp031,1,
qwen14b,implicature,swmimp091,3,4
deepseek14b,implicature,swmimp030,3,1
qwen14b,implicature,swmimp091,2,6
deepseek14b,implicature,swmimp030,2,1
qwen14b,implicature,swmimp091,1,
qwen14b,implicature,swmimp092,3,7
deepseek14b,implicature,swmimp030,1,1
qwen14b,implicature,swmimp090,2,2
deepseek14b,implicature,swmimp029,3,
qwen14b,implicature,swmimp090,1,
deepseek14b,implicature,swmimp029,2,
qwen14b,implicature,swmimp089,2,
deepseek14b,implicature,swmimp029,1,
qwen14b,implicature,swmimp089,3,
deepseek14b,implicature,swmimp028,3,
qwen14b,implicature,swmimp088,2,
deepseek14b,implicature,swmimp028,2,1
deepseek14b,implicature,swmimp028,1,3
qwen14b,implicature,swmimp088,3,
deepseek14b,implicature,swmimp027,3,3
qwen14b,implicature,swmimp089,1,
qwen14b,implicature,swmimp088,1,
deepseek14b,implicature,swmimp027,2,2
qwen14b,implicature,swmimp087,3,4
deepseek14b,implicature,swmimp027,1,
qwen14b,implicature,swmimp200,1,
qwen14b,implicature,swmimp087,2,1
deepseek14b,implicature,swmimp026,3,
qwen14b,implicature,swmimp199,3,5
qwen14b,implicature,swmimp200,3,
qwen14b,implicature,swmimp087,1,1
deepseek14b,implicature,swmimp026,2,
qwen14b,implicature,swmimp086,1,
deepseek14b,implicature,swmimp026,1,
deepseek14b,implicature,swmimp025,3,5
qwen14b,implicature,swmimp199,2,5
qwen14b,implicature,swmimp085,2,
deepseek14b,implicature,swmimp025,2,1
qwen14b,implicature,swmimp199,1,5
qwen14b,implicature,swmimp085,1,
deepseek14b,implicature,swmimp025,1,4
qwen14b,implicature,swmimp198,3,
qwen14b,implicature,swmimp084,3,
deepseek14b,implicature,swmimp024,3,
qwen14b,implicature,swmimp084,2,
deepseek14b,implicature,swmimp024,2,5
qwen14b,implicature,swmimp198,1,3
qwen14b,implicature,swmimp084,1,
deepseek14b,implicature,swmimp024,1,
qwen14b,implicature,swmimp200,2,
qwen14b,implicature,swmimp197,3,1
qwen14b,implicature,swmimp083,3,
deepseek14b,implicature,swmimp023,3,
qwen14b,implicature,swmimp198,2,1
qwen14b,implicature,swmimp197,2,
qwen14b,implicature,swmimp083,2,3
deepseek14b,implicature,swmimp023,2,1
qwen14b,implicature,swmimp196,3,7
deepseek14b,implicature,swmimp023,1,1
qwen14b,implicature,swmimp196,2,
qwen14b,implicature,swmimp082,1,5
qwen14b,implicature,swmimp086,3,
deepseek14b,implicature,swmimp022,3,4
qwen14b,implicature,swmimp197,1,1
qwen14b,implicature,swmimp083,1,2
deepseek14b,implicature,swmimp022,2,
qwen14b,implicature,swmimp082,2,5
deepseek14b,implicature,swmimp022,1,
qwen14b,implicature,swmimp196,1,
qwen14b,implicature,swmimp195,1,
qwen14b,implicature,swmimp081,3,
deepseek14b,implicature,swmimp021,3,
qwen14b,implicature,swmimp194,3,
qwen14b,implicature,swmimp081,2,2
deepseek14b,implicature,swmimp021,2,
qwen14b,implicature,swmimp081,1,
deepseek14b,implicature,swmimp021,1,2
qwen14b,implicature,swmimp194,1,6
qwen14b,implicature,swmimp080,3,4
deepseek14b,implicature,swmimp020,3,
qwen14b,implicature,swmimp193,3,2
qwen14b,implicature,swmimp080,2,1
deepseek14b,implicature,swmimp020,2,
qwen14b,implicature,swmimp195,3,8
qwen14b,implicature,swmimp079,2,3
deepseek14b,implicature,swmimp020,1,
deepseek14b,implicature,swmimp019,3,4
qwen14b,implicature,swmimp194,2,6
qwen14b,implicature,swmimp079,3,8
qwen14b,implicature,swmimp193,2,2
deepseek14b,implicature,swmimp019,2,5
qwen14b,implicature,swmimp080,1,3
qwen14b,implicature,swmimp193,1,3
qwen14b,implicature,swmimp079,1,8
deepseek14b,implicature,swmimp019,1,4
qwen14b,implicature,swmimp082,3,4
qwen14b,implicature,swmimp192,3,1
deepseek14b,implicature,swmimp018,3,3
qwen14b,implicature,swmimp077,3,
qwen14b,implicature,swmimp192,2,2
deepseek14b,implicature,swmimp018,2,
qwen14b,implicature,swmimp077,2,
qwen14b,implicature,swmimp192,1,4
deepseek14b,implicature,swmimp018,1,
qwen14b,implicature,swmimp191,3,
deepseek14b,implicature,swmimp017,3,2
qwen14b,implicature,swmimp078,3,1
qwen14b,implicature,swmimp190,3,4
deepseek14b,implicature,swmimp017,2,
qwen14b,implicature,swmimp078,1,1
qwen14b,implicature,swmimp190,2,2
qwen14b,implicature,swmimp077,1,5
deepseek14b,implicature,swmimp017,1,3
qwen14b,implicature,swmimp195,2,8
qwen14b,implicature,swmimp076,3,4
deepseek14b,implicature,swmimp016,3,1
qwen14b,implicature,swmimp191,1,2
qwen14b,implicature,swmimp076,2,3
deepseek14b,implicature,swmimp016,2,10
qwen14b,implicature,swmimp190,1,4
qwen14b,implicature,swmimp076,1,3
deepseek14b,implicature,swmimp016,1,10
qwen14b,implicature,swmimp078,2,1
qwen14b,implicature,swmimp189,3,1
qwen14b,implicature,swmimp075,3,1
deepseek14b,implicature,swmimp015,3,
qwen14b,implicature,swmimp189,2,1
qwen14b,implicature,swmimp075,2,1
deepseek14b,implicature,swmimp014,3,
qwen14b,implicature,swmimp189,1,2
qwen14b,implicature,swmimp075,1,2
deepseek14b,implicature,swmimp015,2,
qwen14b,implicature,swmimp188,3,2
qwen14b,implicature,swmimp074,3,7
deepseek14b,implicature,swmimp015,1,
qwen14b,implicature,swmimp188,2,1
deepseek14b,implicature,swmimp014,2,2
qwen14b,implicature,swmimp074,1,7
qwen14b,implicature,swmimp187,3,
deepseek14b,implicature,swmimp014,1,
qwen14b,implicature,swmimp074,2,
qwen14b,implicature,swmimp188,1,1
qwen14b,implicature,swmimp073,3,1
deepseek14b,implicature,swmimp013,3,
qwen14b,implicature,swmimp187,1,
qwen14b,implicature,swmimp073,2,1
deepseek14b,implicature,swmimp013,2,
qwen14b,implicature,swmimp191,2,2
qwen14b,implicature,swmimp073,1,1
deepseek14b,implicature,swmimp013,1,
qwen14b,implicature,swmimp187,2,
qwen14b,implicature,swmimp186,3,
qwen14b,implicature,swmimp072,3,1
deepseek14b,implicature,swmimp012,3,1
qwen14b,implicature,swmimp186,2,
qwen14b,implicature,swmimp072,2,1
deepseek14b,implicature,swmimp012,2,1
qwen14b,implicature,swmimp186,1,
qwen14b,implicature,swmimp072,1,2
deepseek14b,implicature,swmimp012,1,3
qwen14b,implicature,swmimp185,1,5
qwen14b,implicature,swmimp071,3,5
deepseek14b,implicature,swmimp011,3,1
qwen14b,implicature,swmimp071,2,1
deepseek14b,implicature,swmimp011,2,1
qwen14b,implicature,swmimp185,3,3
qwen14b,implicature,swmimp071,1,
deepseek14b,implicature,swmimp011,1,1
qwen14b,implicature,swmimp184,3,3
qwen14b,implicature,swmimp070,3,
deepseek14b,implicature,swmimp010,3,4
qwen14b,implicature,swmimp184,2,
qwen14b,implicature,swmimp070,2,5
deepseek14b,implicature,swmimp010,2,2
qwen14b,implicature,swmimp184,1,2
qwen14b,implicature,swmimp070,1,4
deepseek14b,implicature,swmimp010,1,4
qwen14b,implicature,swmimp183,3,
qwen14b,implicature,swmimp069,2,6
deepseek14b,implicature,swmimp009,3,1
qwen14b,implicature,swmimp183,2,2
qwen14b,implicature,swmimp069,3,6
deepseek14b,implicature,swmimp009,2,1
qwen14b,implicature,swmimp183,1,3
qwen14b,implicature,swmimp069,1,6
deepseek14b,implicature,swmimp009,1,5
qwen14b,implicature,swmimp182,3,
qwen14b,implicature,swmimp068,3,7
deepseek14b,implicature,swmimp008,3,2
qwen14b,implicature,swmimp182,2,
qwen14b,implicature,swmimp068,2,1
deepseek14b,implicature,swmimp008,2,3
qwen14b,implicature,swmimp182,1,
qwen14b,implicature,swmimp068,1,
deepseek14b,implicature,swmimp008,1,2
deepseek14b,implicature,swmimp007,2,7
qwen14b,implicature,swmimp181,3,
qwen14b,implicature,swmimp067,3,5
deepseek14b,implicature,swmimp039,2,5
qwen14b,implicature,swmimp181,2,
qwen14b,implicature,swmimp067,2,
deepseek14b,implicature,swmimp007,3,7
qwen14b,implicature,swmimp181,1,
deepseek14b,implicature,swmimp007,1,7
qwen14b,implicature,swmimp185,2,3
qwen14b,implicature,swmimp067,1,
deepseek14b,false_belief,fb031,3,4
deepseek14b,false_belief,fb027,2,3
deepseek14b,false_belief,fb028,1,4
deepseek14b,false_belief,fb029,1,4
deepseek14b,false_belief,fb028,2,3
deepseek32b,implicature,swmimp001,2,3
deepseek14b,implicature,swmimp176,3,
deepseek32b,implicature,swmimp001,1,3
deepseek14b,implicature,swmimp176,1,
deepseek32b,faux_pas,sfp010,2,3
deepseek14b,implicature,swmimp175,2,1
deepseek32b,faux_pas,sfp010,3,3
deepseek14b,implicature,swmimp175,3,1
deepseek32b,faux_pas,sfp010,1,3
deepseek14b,implicature,swmimp175,1,1
deepseek32b,faux_pas,sfp009,3,4
deepseek14b,implicature,swmimp174,3,3
deepseek32b,implicature,swmimp001,3,3
deepseek14b,implicature,swmimp176,2,
deepseek32b,faux_pas,sfp009,2,4
deepseek14b,implicature,swmimp174,2,1
deepseek32b,faux_pas,sfp009,1,4
deepseek14b,implicature,swmimp173,3,5
deepseek32b,faux_pas,sfp008,3,5
deepseek14b,implicature,swmimp174,1,1
deepseek32b,faux_pas,sfp008,2,5
deepseek14b,implicature,swmimp173,2,5
deepseek32b,faux_pas,sfp007,3,5
deepseek14b,implicature,swmimp173,1,
deepseek32b,faux_pas,sfp008,1,5
deepseek14b,implicature,swmimp172,3,2
deepseek32b,faux_pas,sfp007,2,5
deepseek14b,implicature,swmimp172,2,
deepseek32b,faux_pas,sfp007,1,5
deepseek14b,implicature,swmimp172,1,
deepseek32b,faux_pas,sfp006,3,3
deepseek14b,implicature,swmimp171,3,1
deepseek32b,faux_pas,sfp006,2,3
deepseek14b,implicature,swmimp171,2,11
deepseek32b,faux_pas,sfp006,1,3
deepseek14b,implicature,swmimp171,1,1
deepseek32b,faux_pas,sfp005,3,3
deepseek14b,implicature,swmimp170,3,1
deepseek32b,faux_pas,sfp005,2,3
deepseek14b,implicature,swmimp170,2,5
deepseek32b,faux_pas,sfp005,1,3
deepseek14b,implicature,swmimp170,1,2
deepseek32b,faux_pas,sfp004,2,4
deepseek14b,implicature,swmimp169,3,1
deepseek32b,faux_pas,sfp004,3,4
deepseek14b,implicature,swmimp169,1,1
deepseek32b,faux_pas,sfp004,1,4
deepseek14b,implicature,swmimp169,2,2
deepseek32b,faux_pas,sfp003,2,5
deepseek14b,implicature,swmimp168,3,1
deepseek32b,faux_pas,sfp003,3,5
deepseek14b,implicature,swmimp168,2,2
deepseek32b,faux_pas,sfp002,3,5
deepseek14b,implicature,swmimp168,1,1
deepseek32b,faux_pas,sfp003,1,5
deepseek14b,implicature,swmimp167,2,
deepseek32b,faux_pas,sfp002,1,5
deepseek14b,implicature,swmimp167,3,1
deepseek32b,faux_pas,sfp002,2,5
deepseek14b,implicature,swmimp167,1,
deepseek32b,faux_pas,sfp001,3,2
deepseek14b,implicature,swmimp166,3,1
deepseek32b,faux_pas,sfp001,2,3
deepseek14b,implicature,swmimp166,2,1
deepseek32b,false_belief,sfp020,3,1
deepseek14b,implicature,swmimp166,1,1
deepseek32b,faux_pas,sfp001,1,5
deepseek14b,implicature,swmimp165,3,
deepseek32b,false_belief,sfp020,2,1
deepseek14b,implicature,swmimp165,1,
deepseek32b,false_belief,sfp020,1,1
deepseek14b,implicature,swmimp165,2,
deepseek32b,false_belief,sfp019,3,2
deepseek14b,implicature,swmimp164,3,
deepseek32b,false_belief,sfp019,2,1
deepseek14b,implicature,swmimp164,2,
deepseek32b,false_belief,sfp019,1,1
deepseek14b,implicature,swmimp164,1,
deepseek32b,false_belief,sfp018,3,1
deepseek14b,implicature,swmimp163,3,9
deepseek32b,false_belief,sfp018,2,2
deepseek14b,implicature,swmimp163,2,
deepseek32b,false_belief,sfp018,1,2
deepseek14b,implicature,swmimp163,1,9
deepseek32b,false_belief,sfp017,3,1
deepseek14b,implicature,swmimp162,3,
deepseek32b,false_belief,sfp017,2,2
deepseek14b,implicature,swmimp162,2,
deepseek32b,false_belief,sfp017,1,2
deepseek14b,implicature,swmimp162,1,
deepseek32b,false_belief,sfp016,3,1
deepseek14b,implicature,swmimp161,1,
deepseek32b,false_belief,sfp016,2,1
deepseek14b,implicature,swmimp160,3,
deepseek32b,false_belief,sfp015,3,2
deepseek32b,false_belief,sfp016,1,2
deepseek14b,implicature,swmimp161,2,
deepseek32b,false_belief,sfp015,2,1
deepseek14b,implicature,swmimp160,2,
deepseek32b,false_belief,sfp015,1,1
deepseek14b,implicature,swmimp159,3,
deepseek32b,false_belief,sfp014,3,1
deepseek14b,implicature,swmimp160,1,
deepseek32b,false_belief,sfp014,2,1
deepseek14b,implicature,swmimp159,1,7
deepseek14b,implicature,swmimp161,3,
deepseek32b,false_belief,sfp014,1,1
deepseek14b,implicature,swmimp159,2,3
deepseek32b,false_belief,sfp013,3,2
deepseek14b,implicature,swmimp158,3,1
deepseek32b,false_belief,sfp013,2,1
deepseek14b,implicature,swmimp158,2,1
deepseek32b,false_belief,sfp013,1,1
deepseek14b,implicature,swmimp157,3,
deepseek32b,false_belief,sfp012,3,5
deepseek14b,implicature,swmimp158,1,2
deepseek32b,false_belief,sfp012,2,1
deepseek14b,implicature,swmimp157,2,
deepseek32b,false_belief,sfp012,1,1
deepseek14b,implicature,swmimp157,1,
deepseek32b,false_belief,sfp011,3,1
deepseek14b,implicature,swmimp156,3,1
deepseek32b,false_belief,sfp011,2,2
deepseek14b,implicature,swmimp156,2,2
deepseek32b,false_belief,sfp011,1,1
deepseek14b,implicature,swmimp156,1,1
deepseek32b,false_belief,fb060,3,4
deepseek14b,implicature,swmimp155,3,2
deepseek32b,false_belief,fb060,2,3
deepseek14b,implicature,swmimp155,2,2
deepseek32b,false_belief,fb060,1,3
deepseek14b,implicature,swmimp155,1,2
deepseek32b,false_belief,fb059,3,3
deepseek14b,implicature,swmimp154,2,19
deepseek32b,false_belief,fb059,2,3
deepseek14b,implicature,swmimp154,3,
deepseek32b,false_belief,fb059,1,4
deepseek14b,implicature,swmimp154,1,11
deepseek32b,false_belief,fb058,3,3
deepseek14b,implicature,swmimp153,3,1
deepseek32b,false_belief,fb058,1,3
deepseek14b,implicature,swmimp153,2,1
deepseek32b,false_belief,fb058,2,3
deepseek14b,implicature,swmimp152,3,4
deepseek32b,false_belief,fb057,3,3
deepseek14b,implicature,swmimp153,1,2
deepseek32b,false_belief,fb057,2,3
deepseek14b,implicature,swmimp152,2,6
deepseek32b,false_belief,fb057,1,3
deepseek14b,implicature,swmimp151,3,
deepseek32b,false_belief,fb056,3,5
deepseek14b,implicature,swmimp152,1,7
deepseek14b,implicature,swmimp150,3,
deepseek32b,false_belief,fb056,2,4
deepseek14b,implicature,swmimp150,2,
deepseek32b,false_belief,fb056,1,4
deepseek32b,false_belief,fb055,3,4
deepseek32b,false_belief,fb055,2,4
deepseek14b,implicature,swmimp150,1,
deepseek32b,false_belief,fb055,1,5
deepseek14b,implicature,swmimp151,1,
deepseek32b,false_belief,fb054,3,3
deepseek14b,implicature,swmimp149,3,11
deepseek32b,false_belief,fb054,2,4
deepseek14b,implicature,swmimp149,2,
deepseek14b,implicature,swmimp151,2,
deepseek32b,false_belief,fb054,1,3
deepseek14b,implicature,swmimp149,1,
deepseek32b,false_belief,fb053,3,3
deepseek14b,implicature,swmimp148,3,
deepseek32b,false_belief,fb053,2,3
deepseek14b,implicature,swmimp148,1,
deepseek32b,false_belief,fb053,1,3
deepseek14b,implicature,swmimp148,2,
deepseek32b,false_belief,fb052,3,4
deepseek14b,implicature,swmimp147,3,1
deepseek32b,false_belief,fb052,2,4
deepseek14b,implicature,swmimp147,2,1
deepseek32b,false_belief,fb052,1,
deepseek14b,implicature,swmimp147,1,1
deepseek32b,false_belief,fb051,3,3
deepseek14b,implicature,swmimp146,3,4
deepseek32b,false_belief,fb051,2,3
deepseek14b,implicature,swmimp146,2,1
deepseek32b,false_belief,fb051,1,3
deepseek14b,implicature,swmimp146,1,6
deepseek32b,false_belief,fb050,3,3
deepseek14b,implicature,swmimp145,3,4
deepseek14b,implicature,swmimp145,1,2
deepseek32b,false_belief,fb050,2,3
deepseek14b,implicature,swmimp144,3,
deepseek32b,false_belief,fb050,1,3
deepseek32b,false_belief,fb049,3,4
deepseek14b,implicature,swmimp145,2,1
deepseek32b,false_belief,fb049,2,3
deepseek14b,implicature,swmimp144,2,
deepseek32b,false_belief,fb049,1,3
deepseek14b,implicature,swmimp144,1,
deepseek32b,false_belief,fb048,3,3
deepseek14b,implicature,swmimp143,3,2
deepseek32b,false_belief,fb048,2,4
deepseek14b,implicature,swmimp143,2,1
deepseek32b,false_belief,fb048,1,4
deepseek14b,implicature,swmimp143,1,5
deepseek32b,false_belief,fb047,3,3
deepseek14b,implicature,swmimp142,2,
deepseek32b,false_belief,fb047,2,3
deepseek14b,implicature,swmimp142,3,
deepseek32b,false_belief,fb047,1,3
deepseek14b,implicature,swmimp142,1,
deepseek32b,false_belief,fb046,3,5
deepseek14b,implicature,swmimp141,3,9
deepseek32b,false_belief,fb046,2,5
deepseek14b,implicature,swmimp141,2,4
deepseek32b,false_belief,fb046,1,5
deepseek14b,implicature,swmimp140,3,9
deepseek32b,false_belief,fb045,2,3
deepseek14b,implicature,swmimp141,1,10
deepseek32b,false_belief,fb045,3,3
deepseek14b,implicature,swmimp140,2,12
deepseek32b,false_belief,fb045,1,3
deepseek14b,implicature,swmimp140,1,14
deepseek32b,false_belief,fb044,3,3
deepseek14b,implicature,swmimp139,3,
deepseek32b,false_belief,fb044,2,3
deepseek14b,implicature,swmimp139,1,
deepseek32b,false_belief,fb044,1,3
deepseek14b,implicature,swmimp139,2,
deepseek32b,false_belief,fb043,3,4
deepseek14b,implicature,swmimp138,3,
deepseek32b,false_belief,fb043,2,3
deepseek14b,implicature,swmimp138,1,
deepseek32b,false_belief,fb043,1,5
deepseek14b,implicature,swmimp138,2,
deepseek32b,false_belief,fb042,3,4
deepseek14b,implicature,swmimp137,2,2
deepseek32b,false_belief,fb042,2,3
deepseek14b,implicature,swmimp136,2,
deepseek32b,false_belief,fb042,1,3
deepseek32b,false_belief,fb041,3,3
deepseek14b,implicature,swmimp137,1,2
deepseek32b,false_belief,fb041,2,3
deepseek14b,implicature,swmimp137,3,3
deepseek14b,implicature,swmimp136,3,
deepseek32b,false_belief,fb041,1,3
deepseek14b,implicature,swmimp135,3,9
deepseek32b,false_belief,fb040,3,3
deepseek14b,implicature,swmimp136,1,
deepseek32b,false_belief,fb040,2,4
deepseek14b,implicature,swmimp135,1,9
deepseek32b,false_belief,fb040,1,3
deepseek14b,implicature,swmimp135,2,7
deepseek32b,false_belief,fb039,3,4
deepseek14b,implicature,swmimp134,3,3
deepseek32b,false_belief,fb039,2,3
deepseek14b,implicature,swmimp134,1,3
deepseek32b,false_belief,fb039,1,3
deepseek14b,implicature,swmimp134,2,4
deepseek32b,false_belief,fb038,3,4
deepseek14b,implicature,swmimp133,3,1
deepseek32b,false_belief,fb038,2,3
deepseek14b,implicature,swmimp133,1,
deepseek32b,false_belief,fb038,1,4
deepseek32b,false_belief,fb037,3,3
deepseek14b,implicature,swmimp131,3,
deepseek32b,false_belief,fb037,2,3
deepseek14b,implicature,swmimp132,3,3
deepseek14b,implicature,swmimp132,2,1
deepseek32b,false_belief,fb037,1,3
deepseek14b,implicature,swmimp132,1,4
deepseek32b,false_belief,fb036,3,3
deepseek14b,implicature,swmimp133,2,6
deepseek32b,false_belief,fb036,2,3
deepseek14b,implicature,swmimp131,2,
deepseek32b,false_belief,fb036,1,3
deepseek14b,implicature,swmimp131,1,7
deepseek32b,false_belief,fb035,3,3
deepseek14b,implicature,swmimp130,3,
deepseek32b,false_belief,fb035,2,3
deepseek14b,implicature,swmimp130,2,
deepseek32b,false_belief,fb035,1,3
deepseek14b,implicature,swmimp130,1,
deepseek32b,false_belief,fb034,3,4
deepseek14b,implicature,swmimp129,3,
deepseek32b,false_belief,fb034,2,4
deepseek14b,implicature,swmimp129,2,
deepseek32b,false_belief,fb034,1,3
deepseek14b,implicature,swmimp129,1,
deepseek32b,false_belief,fb033,3,3
deepseek14b,implicature,swmimp128,3,6
deepseek32b,false_belief,fb033,2,3
deepseek14b,implicature,swmimp128,2,5
deepseek32b,false_belief,fb033,1,3
deepseek14b,implicature,swmimp128,1,2
deepseek32b,false_belief,fb032,3,4
deepseek14b,implicature,swmimp127,3,3
deepseek32b,false_belief,fb032,2,3
deepseek14b,implicature,swmimp127,2,2
deepseek32b,false_belief,fb032,1,3
deepseek14b,implicature,swmimp127,1,5
deepseek32b,false_belief,fb031,3,4
deepseek14b,implicature,swmimp126,3,3
deepseek32b,false_belief,fb031,2,3
deepseek14b,implicature,swmimp126,2,1
deepseek32b,false_belief,fb031,1,4
deepseek14b,implicature,swmimp126,1,3
deepseek32b,false_belief,fb030,3,3
deepseek14b,implicature,swmimp125,3,3
deepseek32b,false_belief,fb030,2,3
deepseek14b,implicature,swmimp124,3,12
deepseek32b,false_belief,fb030,1,4
deepseek14b,implicature,swmimp125,2,2
deepseek32b,false_belief,fb029,3,3
deepseek14b,implicature,swmimp125,1,2
deepseek32b,false_belief,fb029,2,3
deepseek14b,implicature,swmimp124,2,
deepseek32b,false_belief,fb029,1,3
deepseek14b,implicature,swmimp124,1,2
deepseek32b,false_belief,fb028,2,4
deepseek14b,implicature,swmimp123,3,1
deepseek32b,false_belief,fb028,3,3
deepseek14b,implicature,swmimp123,2,1
deepseek32b,false_belief,fb028,1,3
deepseek14b,implicature,swmimp123,1,1
deepseek32b,false_belief,fb027,3,3
deepseek14b,implicature,swmimp122,3,3
deepseek32b,false_belief,fb027,2,3
deepseek14b,implicature,swmimp122,2,3
deepseek32b,false_belief,fb027,1,3
deepseek14b,implicature,swmimp122,1,1
deepseek32b,false_belief,fb026,3,3
deepseek14b,implicature,swmimp121,3,4
deepseek32b,false_belief,fb026,2,3
deepseek14b,implicature,swmimp121,2,2
deepseek32b,false_belief,fb026,1,4
deepseek32b,false_belief,fb025,3,3
deepseek14b,false_belief,fb029,2,3
deepseek32b,false_belief,fb025,2,4
deepseek14b,implicature,swmimp121,1,9
deepseek14b,implicature,swmimp120,3,1
deepseek32b,implicature,swmimp114,3,
deepseek32b,implicature,swmimp114,2,
deepseek32b,implicature,swmimp114,1,
deepseek32b,implicature,swmimp113,3,1
deepseek32b,implicature,swmimp113,2,1
deepseek32b,implicature,swmimp113,1,1
deepseek32b,implicature,swmimp112,3,3
deepseek32b,implicature,swmimp112,2,5
deepseek32b,implicature,swmimp112,1,4
deepseek32b,implicature,swmimp111,3,2
deepseek32b,implicature,swmimp111,2,1
deepseek32b,implicature,swmimp111,1,2
deepseek32b,implicature,swmimp110,3,1
deepseek32b,implicature,swmimp110,2,1
deepseek32b,implicature,swmimp110,1,1
deepseek32b,implicature,swmimp109,3,1
deepseek32b,implicature,swmimp109,2,
deepseek32b,implicature,swmimp109,1,
deepseek32b,implicature,swmimp108,3,1
deepseek32b,implicature,swmimp108,2,
deepseek32b,implicature,swmimp108,1,1
deepseek32b,implicature,swmimp107,3,
deepseek32b,implicature,swmimp107,2,
deepseek32b,implicature,swmimp107,1,1
deepseek32b,implicature,swmimp106,3,
deepseek32b,implicature,swmimp106,2,
deepseek32b,implicature,swmimp106,1,1
deepseek32b,implicature,swmimp105,3,
deepseek32b,implicature,swmimp105,2,1
deepseek32b,implicature,swmimp105,1,1
deepseek32b,implicature,swmimp104,3,
deepseek32b,implicature,swmimp104,2,
deepseek32b,implicature,swmimp104,1,
deepseek32b,implicature,swmimp103,2,1
deepseek32b,implicature,swmimp103,1,1
deepseek32b,implicature,swmimp115,1,
deepseek32b,implicature,swmimp102,3,
deepseek32b,implicature,swmimp101,3,9
deepseek32b,implicature,swmimp103,3,
deepseek32b,implicature,swmimp102,2,
deepseek32b,implicature,swmimp102,1,
deepseek32b,implicature,swmimp101,2,9
deepseek32b,implicature,swmimp101,1,8
deepseek32b,implicature,swmimp100,3,4
deepseek32b,implicature,swmimp100,2,1
