model,task,story_id,repetition,step,label
deepseek14b,implicature,swmimp085,1,1,0
deepseek14b,implicature,swmimp085,1,2,0
deepseek14b,implicature,swmimp085,1,3,0
deepseek14b,implicature,swmimp085,1,4,0
deepseek14b,implicature,swmimp085,1,5,0
deepseek14b,implicature,swmimp085,1,6,0
deepseek14b,implicature,swmimp085,1,7,0
deepseek14b,implicature,swmimp085,1,8,0
deepseek14b,implicature,swmimp085,1,9,0
deepseek14b,implicature,swmimp085,2,1,0
deepseek14b,implicature,swmimp085,2,2,0
deepseek14b,implicature,swmimp085,2,3,0
deepseek14b,implicature,swmimp085,2,4,0
deepseek14b,implicature,swmimp085,2,5,0
deepseek14b,implicature,swmimp085,2,6,0
deepseek14b,implicature,swmimp085,2,7,0
deepseek14b,implicature,swmimp085,2,8,0
deepseek14b,implicature,swmimp085,2,9,0
deepseek14b,implicature,swmimp085,3,1,0
deepseek14b,implicature,swmimp085,3,2,0
deepseek14b,implicature,swmimp085,3,3,0
deepseek14b,implicature,swmimp085,3,4,0
deepseek14b,implicature,swmimp085,3,5,0
deepseek14b,implicature,swmimp085,3,6,0
deepseek14b,implicature,swmimp085,3,7,0
deepseek14b,implicature,swmimp085,3,8,0
deepseek14b,implicature,swmimp085,3,9,0
deepseek14b,implicature,swmimp086,1,1,1
deepseek14b,implicature,swmimp086,1,2,
deepseek14b,implicature,swmimp086,1,3,
deepseek14b,implicature,swmimp086,1,4,
deepseek14b,implicature,swmimp086,1,5,
deepseek14b,implicature,swmimp086,1,6,0
deepseek14b,implicature,swmimp086,2,1,1
deepseek14b,implicature,swmimp086,2,2,
deepseek14b,implicature,swmimp086,2,3,
deepseek14b,implicature,swmimp086,2,4,
deepseek14b,implicature,swmimp086,2,5,
deepseek14b,implicature,swmimp086,2,6,0
deepseek14b,implicature,swmimp086,3,1,1
deepseek14b,implicature,swmimp086,3,2,
deepseek14b,implicature,swmimp086,3,3,
deepseek14b,implicature,swmimp086,3,4,
deepseek14b,implicature,swmimp086,3,5,
deepseek14b,implicature,swmimp086,3,6,0
deepseek14b,implicature,swmimp087,1,1,0
deepseek14b,implicature,swmimp087,1,2,0
deepseek14b,implicature,swmimp087,1,3,0
deepseek14b,implicature,swmimp087,1,4,0
deepseek14b,implicature,swmimp087,1,5,0
deepseek14b,implicature,swmimp087,2,1,0
deepseek14b,implicature,swmimp087,2,2,0
deepseek14b,implicature,swmimp087,2,3,0
deepseek14b,implicature,swmimp087,2,4,0
deepseek14b,implicature,swmimp087,2,5,0
deepseek14b,implicature,swmimp087,3,1,0
deepseek14b,implicature,swmimp087,3,2,0
deepseek14b,implicature,swmimp087,3,3,0
deepseek14b,implicature,swmimp087,3,4,0
deepseek14b,implicature,swmimp087,3,5,0
deepseek14b,implicature,swmimp088,1,1,0
deepseek14b,implicature,swmimp088,1,2,0
deepseek14b,implicature,swmimp088,1,3,0
deepseek14b,implicature,swmimp088,1,4,0
deepseek14b,implicature,swmimp088,1,5,0
deepseek14b,implicature,swmimp088,2,1,0
deepseek14b,implicature,swmimp088,2,2,0
deepseek14b,implicature,swmimp088,2,3,0
deepseek14b,implicature,swmimp088,2,4,0
deepseek14b,implicature,swmimp088,2,5,0
deepseek14b,implicature,swmimp088,3,1,0
deepseek14b,implicature,swmimp088,3,2,0
deepseek14b,implicature,swmimp088,3,3,0
deepseek14b,implicature,swmimp088,3,4,0
deepseek14b,implicature,swmimp088,3,5,0
deepseek14b,implicature,swmimp089,1,1,1
deepseek14b,implicature,swmimp089,1,2,
deepseek14b,implicature,swmimp089,1,3,
deepseek14b,implicature,swmimp089,1,4,1
deepseek14b,implicature,swmimp089,2,1,0
deepseek14b,implicature,swmimp089,2,2,0
deepseek14b,implicature,swmimp089,2,3,0
deepseek14b,implicature,swmimp089,2,4,0
deepseek14b,implicature,swmimp089,3,1,0
deepseek14b,implicature,swmimp089,3,2,0
deepseek14b,implicature,swmimp089,3,3,0
deepseek14b,implicature,swmimp089,3,4,0
deepseek14b,implicature,swmimp090,1,1,1
deepseek14b,implicature,swmimp090,1,2,
deepseek14b,implicature,swmimp090,1,3,
deepseek14b,implicature,swmimp090,1,4,1
deepseek14b,implicature,swmimp090,2,1,0
deepseek14b,implicature,swmimp090,2,2,0
deepseek14b,implicature,swmimp090,2,3,0
deepseek14b,implicature,swmimp090,2,4,1
deepseek14b,implicature,swmimp090,3,1,0
deepseek14b,implicature,swmimp090,3,2,1
deepseek14b,implicature,swmimp090,3,3,
deepseek14b,implicature,swmimp090,3,4,1
deepseek14b,implicature,swmimp091,1,1,0
deepseek14b,implicature,swmimp091,1,2,0
deepseek14b,implicature,swmimp091,1,3,0
deepseek14b,implicature,swmimp091,1,4,0
deepseek14b,implicature,swmimp091,1,5,0
deepseek14b,implicature,swmimp091,1,6,0
deepseek14b,implicature,swmimp091,2,1,0
deepseek14b,implicature,swmimp091,2,2,0
deepseek14b,implicature,swmimp091,2,3,0
deepseek14b,implicature,swmimp091,2,4,0
deepseek14b,implicature,swmimp091,2,5,0
deepseek14b,implicature,swmimp091,2,6,1
deepseek14b,implicature,swmimp091,3,1,0
deepseek14b,implicature,swmimp091,3,2,0
deepseek14b,implicature,swmimp091,3,3,0
deepseek14b,implicature,swmimp091,3,4,0
deepseek14b,implicature,swmimp091,3,5,0
deepseek14b,implicature,swmimp091,3,6,0
deepseek14b,implicature,swmimp092,1,1,0
deepseek14b,implicature,swmimp092,1,2,0
deepseek14b,implicature,swmimp092,1,3,0
deepseek14b,implicature,swmimp092,1,4,0
deepseek14b,implicature,swmimp092,1,5,0
deepseek14b,implicature,swmimp092,1,6,0
deepseek14b,implicature,swmimp092,1,7,0
deepseek14b,implicature,swmimp092,1,8,0
deepseek14b,implicature,swmimp092,1,9,0
deepseek14b,implicature,swmimp092,2,1,0
deepseek14b,implicature,swmimp092,2,2,0
deepseek14b,implicature,swmimp092,2,3,0
deepseek14b,implicature,swmimp092,2,4,0
deepseek14b,implicature,swmimp092,2,5,0
deepseek14b,implicature,swmimp092,2,6,0
deepseek14b,implicature,swmimp092,2,7,0
deepseek14b,implicature,swmimp092,2,8,0
deepseek14b,implicature,swmimp092,2,9,0
deepseek14b,implicature,swmimp092,3,1,0
deepseek14b,implicature,swmimp092,3,2,0
deepseek14b,implicature,swmimp092,3,3,0
deepseek14b,implicature,swmimp092,3,4,0
deepseek14b,implicature,swmimp092,3,5,0
deepseek14b,implicature,swmimp092,3,6,0
deepseek14b,implicature,swmimp092,3,7,1
deepseek14b,implicature,swmimp092,3,8,
deepseek14b,implicature,swmimp092,3,9,0
deepseek14b,implicature,swmimp093,1,1,0
deepseek14b,implicature,swmimp093,1,2,0
deepseek14b,implicature,swmimp093,1,3,0
deepseek14b,implicature,swmimp093,1,4,0
deepseek14b,implicature,swmimp093,1,5,0
deepseek14b,implicature,swmimp093,2,1,0
deepseek14b,implicature,swmimp093,2,2,0
deepseek14b,implicature,swmimp093,2,3,0
deepseek14b,implicature,swmimp093,2,4,0
deepseek14b,implicature,swmimp093,2,5,0
deepseek14b,implicature,swmimp093,3,1,0
deepseek14b,implicature,swmimp093,3,2,0
deepseek14b,implicature,swmimp093,3,3,0
deepseek14b,implicature,swmimp093,3,4,0
deepseek14b,implicature,swmimp093,3,5,0
deepseek14b,implicature,swmimp094,1,1,0
deepseek14b,implicature,swmimp094,1,2,1
deepseek14b,implicature,swmimp094,1,3,0
deepseek14b,implicature,swmimp094,1,4,
deepseek14b,implicature,swmimp094,1,5,
deepseek14b,implicature,swmimp094,1,6,
deepseek14b,implicature,swmimp094,1,7,0
deepseek14b,implicature,swmimp094,2,1,0
deepseek14b,implicature,swmimp094,2,2,1
deepseek14b,implicature,swmimp094,2,3,
deepseek14b,implicature,swmimp094,2,4,
deepseek14b,implicature,swmimp094,2,5,
deepseek14b,implicature,swmimp094,2,6,
deepseek14b,implicature,swmimp094,2,7,1
deepseek14b,implicature,swmimp094,3,1,0
deepseek14b,implicature,swmimp094,3,2,0
deepseek14b,implicature,swmimp094,3,3,0
deepseek14b,implicature,swmimp094,3,4,0
deepseek14b,implicature,swmimp094,3,5,0
deepseek14b,implicature,swmimp094,3,6,1
deepseek14b,implicature,swmimp094,3,7,1
deepseek14b,implicature,swmimp095,1,1,0
deepseek14b,implicature,swmimp095,1,2,0
deepseek14b,implicature,swmimp095,1,3,0
deepseek14b,implicature,swmimp095,1,4,0
deepseek14b,implicature,swmimp095,1,5,0
deepseek14b,implicature,swmimp095,2,1,0
deepseek14b,implicature,swmimp095,2,2,0
deepseek14b,implicature,swmimp095,2,3,0
deepseek14b,implicature,swmimp095,2,4,0
deepseek14b,implicature,swmimp095,2,5,0
deepseek14b,implicature,swmimp095,3,1,0
deepseek14b,implicature,swmimp095,3,2,0
deepseek14b,implicature,swmimp095,3,3,1
deepseek14b,implicature,swmimp095,3,4,
deepseek14b,implicature,swmimp095,3,5,1
deepseek14b,implicature,swmimp096,1,1,0
deepseek14b,implicature,swmimp096,1,2,1
deepseek14b,implicature,swmimp096,1,3,0
deepseek14b,implicature,swmimp096,1,4,
deepseek14b,implicature,swmimp096,1,5,
deepseek14b,implicature,swmimp096,1,6,0
deepseek14b,implicature,swmimp096,2,1,0
deepseek14b,implicature,swmimp096,2,2,0
deepseek14b,implicature,swmimp096,2,3,0
deepseek14b,implicature,swmimp096,2,4,1
deepseek14b,implicature,swmimp096,2,5,1
deepseek14b,implicature,swmimp096,2,6,0
deepseek14b,implicature,swmimp096,3,1,0
deepseek14b,implicature,swmimp096,3,2,0
deepseek14b,implicature,swmimp096,3,3,0
deepseek14b,implicature,swmimp096,3,4,1
deepseek14b,implicature,swmimp096,3,5,
deepseek14b,implicature,swmimp096,3,6,0
deepseek14b,implicature,swmimp097,1,1,0
deepseek14b,implicature,swmimp097,1,2,0
deepseek14b,implicature,swmimp097,1,3,0
deepseek14b,implicature,swmimp097,1,4,0
deepseek14b,implicature,swmimp097,1,5,0
deepseek14b,implicature,swmimp097,1,6,0
deepseek14b,implicature,swmimp097,1,7,0
deepseek14b,implicature,swmimp097,2,1,0
deepseek14b,implicature,swmimp097,2,2,0
deepseek14b,implicature,swmimp097,2,3,0
deepseek14b,implicature,swmimp097,2,4,0
deepseek14b,implicature,swmimp097,2,5,0
deepseek14b,implicature,swmimp097,2,6,0
deepseek14b,implicature,swmimp097,2,7,0
deepseek14b,implicature,swmimp097,3,1,0
deepseek14b,implicature,swmimp097,3,2,0
deepseek14b,implicature,swmimp097,3,3,0
deepseek14b,implicature,swmimp097,3,4,0
deepseek14b,implicature,swmimp097,3,5,0
deepseek14b,implicature,swmimp097,3,6,0
deepseek14b,implicature,swmimp097,3,7,0
deepseek14b,implicature,swmimp098,1,1,0
deepseek14b,implicature,swmimp098,1,2,0
deepseek14b,implicature,swmimp098,1,3,0
deepseek14b,implicature,swmimp098,1,4,1
deepseek14b,implicature,swmimp098,1,5,
deepseek14b,implicature,swmimp098,1,6,
deepseek14b,implicature,swmimp098,1,7,1
deepseek14b,implicature,swmimp098,2,1,0
deepseek14b,implicature,swmimp098,2,2,0
deepseek14b,implicature,swmimp098,2,3,0
deepseek14b,implicature,swmimp098,2,4,0
deepseek14b,implicature,swmimp098,2,5,0
deepseek14b,implicature,swmimp098,2,6,0
deepseek14b,implicature,swmimp098,2,7,0
deepseek14b,implicature,swmimp098,3,1,0
deepseek14b,implicature,swmimp098,3,2,0
deepseek14b,implicature,swmimp098,3,3,0
deepseek14b,implicature,swmimp098,3,4,0
deepseek14b,implicature,swmimp098,3,5,1
deepseek14b,implicature,swmimp098,3,6,
deepseek14b,implicature,swmimp098,3,7,0
deepseek14b,implicature,swmimp099,1,1,0
deepseek14b,implicature,swmimp099,1,2,0
deepseek14b,implicature,swmimp099,1,3,0
deepseek14b,implicature,swmimp099,1,4,0
deepseek14b,implicature,swmimp099,1,5,0
deepseek14b,implicature,swmimp099,2,1,0
deepseek14b,implicature,swmimp099,2,2,0
deepseek14b,implicature,swmimp099,2,3,0
deepseek14b,implicature,swmimp099,2,4,0
deepseek14b,implicature,swmimp099,2,5,1
deepseek14b,implicature,swmimp099,3,1,0
deepseek14b,implicature,swmimp099,3,2,0
deepseek14b,implicature,swmimp099,3,3,1
deepseek14b,implicature,swmimp099,3,4,
deepseek14b,implicature,swmimp099,3,5,0
deepseek14b,implicature,swmimp100,1,1,0
deepseek14b,implicature,swmimp100,1,2,0
deepseek14b,implicature,swmimp100,1,3,0
deepseek14b,implicature,swmimp100,1,4,0
deepseek14b,implicature,swmimp100,1,5,0
deepseek14b,implicature,swmimp100,1,6,1
deepseek14b,implicature,swmimp100,2,1,1
deepseek14b,implicature,swmimp100,2,2,
deepseek14b,implicature,swmimp100,2,3,
deepseek14b,implicature,swmimp100,2,4,
deepseek14b,implicature,swmimp100,2,5,
deepseek14b,implicature,swmimp100,2,6,0
deepseek14b,implicature,swmimp100,3,1,0
deepseek14b,implicature,swmimp100,3,2,0
deepseek14b,implicature,swmimp100,3,3,0
deepseek14b,implicature,swmimp100,3,4,0
deepseek14b,implicature,swmimp100,3,5,0
deepseek14b,implicature,swmimp100,3,6,1
deepseek14b,implicature,swmimp101,1,1,0
deepseek14b,implicature,swmimp101,1,2,0
deepseek14b,implicature,swmimp101,1,3,0
deepseek14b,implicature,swmimp101,1,4,0
deepseek14b,implicature,swmimp101,1,5,0
deepseek14b,implicature,swmimp101,1,6,0
deepseek14b,implicature,swmimp101,1,7,0
deepseek14b,implicature,swmimp101,1,8,0
deepseek14b,implicature,swmimp101,1,9,0
deepseek14b,implicature,swmimp101,1,10,0
deepseek14b,implicature,swmimp101,1,11,0
deepseek14b,implicature,swmimp101,1,12,0
deepseek14b,implicature,swmimp101,2,1,0
deepseek14b,implicature,swmimp101,2,2,0
deepseek14b,implicature,swmimp101,2,3,0
deepseek14b,implicature,swmimp101,2,4,0
deepseek14b,implicature,swmimp101,2,5,0
deepseek14b,implicature,swmimp101,2,6,0
deepseek14b,implicature,swmimp101,2,7,0
deepseek14b,implicature,swmimp101,2,8,0
deepseek14b,implicature,swmimp101,2,9,0
deepseek14b,implicature,swmimp101,2,10,0
deepseek14b,implicature,swmimp101,2,11,0
deepseek14b,implicature,swmimp101,2,12,0
deepseek14b,implicature,swmimp101,3,1,0
deepseek14b,implicature,swmimp101,3,2,0
deepseek14b,implicature,swmimp101,3,3,0
deepseek14b,implicature,swmimp101,3,4,0
deepseek14b,implicature,swmimp101,3,5,0
deepseek14b,implicature,swmimp101,3,6,0
deepseek14b,implicature,swmimp101,3,7,0
deepseek14b,implicature,swmimp101,3,8,0
deepseek14b,implicature,swmimp101,3,9,0
deepseek14b,implicature,swmimp101,3,10,0
deepseek14b,implicature,swmimp101,3,11,0
deepseek14b,implicature,swmimp101,3,12,0
deepseek14b,implicature,swmimp102,1,1,0
deepseek14b,implicature,swmimp102,1,2,0
deepseek14b,implicature,swmimp102,1,3,0
deepseek14b,implicature,swmimp102,1,4,0
deepseek14b,implicature,swmimp102,1,5,0
deepseek14b,implicature,swmimp102,1,6,0
deepseek14b,implicature,swmimp102,1,7,0
deepseek14b,implicature,swmimp102,1,8,0
deepseek14b,implicature,swmimp102,1,9,0
deepseek14b,implicature,swmimp102,1,10,0
deepseek14b,implicature,swmimp102,1,11,0
deepseek14b,implicature,swmimp102,1,12,0
deepseek14b,implicature,swmimp102,2,1,0
deepseek14b,implicature,swmimp102,2,2,0
deepseek14b,implicature,swmimp102,2,3,0
deepseek14b,implicature,swmimp102,2,4,0
deepseek14b,implicature,swmimp102,2,5,0
deepseek14b,implicature,swmimp102,2,6,0
deepseek14b,implicature,swmimp102,2,7,0
deepseek14b,implicature,swmimp102,2,8,0
deepseek14b,implicature,swmimp102,2,9,0
deepseek14b,implicature,swmimp102,2,10,0
deepseek14b,implicature,swmimp102,2,11,0
deepseek14b,implicature,swmimp102,2,12,0
deepseek14b,implicature,swmimp102,3,1,0
deepseek14b,implicature,swmimp102,3,2,0
deepseek14b,implicature,swmimp102,3,3,0
deepseek14b,implicature,swmimp102,3,4,0
deepseek14b,implicature,swmimp102,3,5,0
deepseek14b,implicature,swmimp102,3,6,0
deepseek14b,implicature,swmimp102,3,7,0
deepseek14b,implicature,swmimp102,3,8,0
deepseek14b,implicature,swmimp102,3,9,0
deepseek14b,implicature,swmimp102,3,10,0
deepseek14b,implicature,swmimp102,3,11,0
deepseek14b,implicature,swmimp102,3,12,0
deepseek14b,implicature,swmimp103,1,1,0
deepseek14b,implicature,swmimp103,2,1,0
deepseek14b,implicature,swmimp103,3,1,1
deepseek14b,implicature,swmimp104,1,1,0
deepseek14b,implicature,swmimp104,1,2,0
deepseek14b,implicature,swmimp104,1,3,0
deepseek14b,implicature,swmimp104,1,4,0
deepseek14b,implicature,swmimp104,1,5,0
deepseek14b,implicature,swmimp104,1,6,0
deepseek14b,implicature,swmimp104,1,7,0
deepseek14b,implicature,swmimp104,1,8,0
deepseek14b,implicature,swmimp104,1,9,0
deepseek14b,implicature,swmimp104,1,10,0
deepseek14b,implicature,swmimp104,1,11,0
deepseek14b,implicature,swmimp104,1,12,0
deepseek14b,implicature,swmimp104,2,1,0
deepseek14b,implicature,swmimp104,2,2,0
deepseek14b,implicature,swmimp104,2,3,0
deepseek14b,implicature,swmimp104,2,4,0
deepseek14b,implicature,swmimp104,2,5,0
deepseek14b,implicature,swmimp104,2,6,0
deepseek14b,implicature,swmimp104,2,7,0
deepseek14b,implicature,swmimp104,2,8,0
deepseek14b,implicature,swmimp104,2,9,0
deepseek14b,implicature,swmimp104,2,10,0
deepseek14b,implicature,swmimp104,2,11,0
deepseek14b,implicature,swmimp104,2,12,0
deepseek14b,implicature,swmimp104,3,1,0
deepseek14b,implicature,swmimp104,3,2,0
deepseek14b,implicature,swmimp104,3,3,0
deepseek14b,implicature,swmimp104,3,4,0
deepseek14b,implicature,swmimp104,3,5,0
deepseek14b,implicature,swmimp104,3,6,0
deepseek14b,implicature,swmimp104,3,7,0
deepseek14b,implicature,swmimp104,3,8,0
deepseek14b,implicature,swmimp104,3,9,0
deepseek14b,implicature,swmimp104,3,10,0
deepseek14b,implicature,swmimp104,3,11,0
deepseek14b,implicature,swmimp104,3,12,0
deepseek14b,implicature,swmimp105,1,1,0
deepseek14b,implicature,swmimp105,2,1,1
deepseek14b,implicature,swmimp105,3,1,1
deepseek14b,implicature,swmimp106,1,1,0
deepseek14b,implicature,swmimp106,2,1,0
deepseek14b,implicature,swmimp106,3,1,0
deepseek14b,implicature,swmimp107,1,1,0
deepseek14b,implicature,swmimp107,2,1,0
deepseek14b,implicature,swmimp107,3,1,0
deepseek14b,implicature,swmimp108,1,1,0
deepseek14b,implicature,swmimp108,2,1,0
deepseek14b,implicature,swmimp108,3,1,0
deepseek14b,implicature,swmimp109,1,1,0
deepseek14b,implicature,swmimp109,2,1,0
deepseek14b,implicature,swmimp109,3,1,0
deepseek14b,implicature,swmimp110,1,1,1
deepseek14b,implicature,swmimp110,1,2,
deepseek14b,implicature,swmimp110,1,3,1
deepseek14b,implicature,swmimp110,2,1,0
deepseek14b,implicature,swmimp110,2,2,1
deepseek14b,implicature,swmimp110,2,3,1
deepseek14b,implicature,swmimp110,3,1,0
deepseek14b,implicature,swmimp110,3,2,0
deepseek14b,implicature,swmimp110,3,3,1
deepseek14b,implicature,swmimp111,1,1,0
deepseek14b,implicature,swmimp111,1,2,1
deepseek14b,implicature,swmimp111,1,3,
deepseek14b,implicature,swmimp111,1,4,
deepseek14b,implicature,swmimp111,1,5,
deepseek14b,implicature,swmimp111,1,6,
deepseek14b,implicature,swmimp111,1,7,
deepseek14b,implicature,swmimp111,1,8,
deepseek14b,implicature,swmimp111,1,9,
deepseek14b,implicature,swmimp111,1,10,
deepseek14b,implicature,swmimp111,1,11,
deepseek14b,implicature,swmimp111,1,12,
deepseek14b,implicature,swmimp111,1,13,0
deepseek14b,implicature,swmimp111,1,14,
deepseek14b,implicature,swmimp111,1,15,
deepseek14b,implicature,swmimp111,1,16,
deepseek14b,implicature,swmimp111,1,17,
deepseek14b,implicature,swmimp111,1,18,1
deepseek14b,implicature,swmimp111,2,1,1
deepseek14b,implicature,swmimp111,2,2,
deepseek14b,implicature,swmimp111,2,3,
deepseek14b,implicature,swmimp111,2,4,
deepseek14b,implicature,swmimp111,2,5,0
deepseek14b,implicature,swmimp111,2,6,
deepseek14b,implicature,swmimp111,2,7,
deepseek14b,implicature,swmimp111,2,8,
deepseek14b,implicature,swmimp111,2,9,
deepseek14b,implicature,swmimp111,2,10,
deepseek14b,implicature,swmimp111,2,11,
deepseek14b,implicature,swmimp111,2,12,
deepseek14b,implicature,swmimp111,2,13,
deepseek14b,implicature,swmimp111,2,14,
deepseek14b,implicature,swmimp111,2,15,
deepseek14b,implicature,swmimp111,2,16,
deepseek14b,implicature,swmimp111,2,17,
deepseek14b,implicature,swmimp111,2,18,1
deepseek14b,implicature,swmimp111,3,1,1
deepseek14b,implicature,swmimp111,3,2,
deepseek14b,implicature,swmimp111,3,3,
deepseek14b,implicature,swmimp111,3,4,0
deepseek14b,implicature,swmimp111,3,5,
deepseek14b,implicature,swmimp111,3,6,
deepseek14b,implicature,swmimp111,3,7,
deepseek14b,implicature,swmimp111,3,8,
deepseek14b,implicature,swmimp111,3,9,
deepseek14b,implicature,swmimp111,3,10,
deepseek14b,implicature,swmimp111,3,11,
deepseek14b,implicature,swmimp111,3,12,
deepseek14b,implicature,swmimp111,3,13,0
deepseek14b,implicature,swmimp111,3,14,
deepseek14b,implicature,swmimp111,3,15,
deepseek14b,implicature,swmimp111,3,16,
deepseek14b,implicature,swmimp111,3,17,
deepseek14b,implicature,swmimp111,3,18,1
deepseek14b,implicature,swmimp112,1,1,0
deepseek14b,implicature,swmimp112,1,2,0
deepseek14b,implicature,swmimp112,1,3,0
deepseek14b,implicature,swmimp112,1,4,0
deepseek14b,implicature,swmimp112,1,5,0
deepseek14b,implicature,swmimp112,1,6,0
deepseek14b,implicature,swmimp112,2,1,0
deepseek14b,implicature,swmimp112,2,2,0
deepseek14b,implicature,swmimp112,2,3,0
deepseek14b,implicature,swmimp112,2,4,0
deepseek14b,implicature,swmimp112,2,5,0
deepseek14b,implicature,swmimp112,2,6,0
deepseek14b,implicature,swmimp112,3,1,0
deepseek14b,implicature,swmimp112,3,2,0
deepseek14b,implicature,swmimp112,3,3,0
deepseek14b,implicature,swmimp112,3,4,0
deepseek14b,implicature,swmimp112,3,5,1
deepseek14b,implicature,swmimp112,3,6,1
deepseek14b,implicature,swmimp113,1,1,0
deepseek14b,implicature,swmimp113,1,2,0
deepseek14b,implicature,swmimp113,1,3,0
deepseek14b,implicature,swmimp113,1,4,0
deepseek14b,implicature,swmimp113,1,5,1
deepseek14b,implicature,swmimp113,1,6,0
deepseek14b,implicature,swmimp113,1,7,
deepseek14b,implicature,swmimp113,1,8,1
deepseek14b,implicature,swmimp113,2,1,1
deepseek14b,implicature,swmimp113,2,2,0
deepseek14b,implicature,swmimp113,2,3,
deepseek14b,implicature,swmimp113,2,4,0
deepseek14b,implicature,swmimp113,2,5,
deepseek14b,implicature,swmimp113,2,6,0
deepseek14b,implicature,swmimp113,2,7,
deepseek14b,implicature,swmimp113,2,8,1
deepseek14b,implicature,swmimp113,3,1,0
deepseek14b,implicature,swmimp113,3,2,0
deepseek14b,implicature,swmimp113,3,3,1
deepseek14b,implicature,swmimp113,3,4,
deepseek14b,implicature,swmimp113,3,5,0
deepseek14b,implicature,swmimp113,3,6,
deepseek14b,implicature,swmimp113,3,7,0
deepseek14b,implicature,swmimp113,3,8,0
deepseek14b,implicature,swmimp114,1,1,0
deepseek14b,implicature,swmimp114,1,2,0
deepseek14b,implicature,swmimp114,1,3,0
deepseek14b,implicature,swmimp114,1,4,0
deepseek14b,implicature,swmimp114,1,5,0
deepseek14b,implicature,swmimp114,1,6,0
deepseek14b,implicature,swmimp114,1,7,0
deepseek14b,implicature,swmimp114,1,8,0
deepseek14b,implicature,swmimp114,1,9,0
deepseek14b,implicature,swmimp114,1,10,0
deepseek14b,implicature,swmimp114,2,1,0
deepseek14b,implicature,swmimp114,2,2,0
deepseek14b,implicature,swmimp114,2,3,0
deepseek14b,implicature,swmimp114,2,4,0
deepseek14b,implicature,swmimp114,2,5,0
deepseek14b,implicature,swmimp114,2,6,0
deepseek14b,implicature,swmimp114,2,7,0
deepseek14b,implicature,swmimp114,2,8,0
deepseek14b,implicature,swmimp114,2,9,0
deepseek14b,implicature,swmimp114,2,10,0
deepseek14b,implicature,swmimp114,3,1,0
deepseek14b,implicature,swmimp114,3,2,0
deepseek14b,implicature,swmimp114,3,3,0
deepseek14b,implicature,swmimp114,3,4,0
deepseek14b,implicature,swmimp114,3,5,1
deepseek14b,implicature,swmimp114,3,6,
deepseek14b,implicature,swmimp114,3,7,0
deepseek14b,implicature,swmimp114,3,8,
deepseek14b,implicature,swmimp114,3,9,0
deepseek14b,implicature,swmimp114,3,10,0
deepseek14b,implicature,swmimp115,1,1,0
deepseek14b,implicature,swmimp115,1,2,0
deepseek14b,implicature,swmimp115,1,3,0
deepseek14b,implicature,swmimp115,1,4,0
deepseek14b,implicature,swmimp115,1,5,0
deepseek14b,implicature,swmimp115,2,1,0
deepseek14b,implicature,swmimp115,2,2,0
deepseek14b,implicature,swmimp115,2,3,0
deepseek14b,implicature,swmimp115,2,4,0
deepseek14b,implicature,swmimp115,2,5,1
deepseek14b,implicature,swmimp115,3,1,0
deepseek14b,implicature,swmimp115,3,2,0
deepseek14b,implicature,swmimp115,3,3,0
deepseek14b,implicature,swmimp115,3,4,0
deepseek14b,implicature,swmimp115,3,5,0
deepseek14b,implicature,swmimp116,1,1,1
deepseek14b,implicature,swmimp116,1,2,
deepseek14b,implicature,swmimp116,1,3,
deepseek14b,implicature,swmimp116,1,4,
deepseek14b,implicature,swmimp116,1,5,
deepseek14b,implicature,swmimp116,1,6,
deepseek14b,implicature,swmimp116,1,7,1
deepseek14b,implicature,swmimp116,2,1,0
deepseek14b,implicature,swmimp116,2,2,1
deepseek14b,implicature,swmimp116,2,3,
deepseek14b,implicature,swmimp116,2,4,
deepseek14b,implicature,swmimp116,2,5,0
deepseek14b,implicature,swmimp116,2,6,
deepseek14b,implicature,swmimp116,2,7,1
deepseek14b,implicature,swmimp116,3,1,1
deepseek14b,implicature,swmimp116,3,2,1
deepseek14b,implicature,swmimp116,3,3,
deepseek14b,implicature,swmimp116,3,4,
deepseek14b,implicature,swmimp116,3,5,
deepseek14b,implicature,swmimp116,3,6,
deepseek14b,implicature,swmimp116,3,7,1
deepseek14b,implicature,swmimp117,1,1,0
deepseek14b,implicature,swmimp117,1,2,1
deepseek14b,implicature,swmimp117,1,3,1
deepseek14b,implicature,swmimp117,1,4,0
deepseek14b,implicature,swmimp117,1,5,0
deepseek14b,implicature,swmimp117,2,1,0
deepseek14b,implicature,swmimp117,2,2,0
deepseek14b,implicature,swmimp117,2,3,0
deepseek14b,implicature,swmimp117,2,4,0
deepseek14b,implicature,swmimp117,2,5,0
deepseek14b,implicature,swmimp117,3,1,0
deepseek14b,implicature,swmimp117,3,2,0
deepseek14b,implicature,swmimp117,3,3,1
deepseek14b,implicature,swmimp117,3,4,0
deepseek14b,implicature,swmimp117,3,5,0
deepseek14b,implicature,swmimp118,1,1,0
deepseek14b,implicature,swmimp118,1,2,0
deepseek14b,implicature,swmimp118,1,3,0
deepseek14b,implicature,swmimp118,1,4,1
deepseek14b,implicature,swmimp118,2,1,0
deepseek14b,implicature,swmimp118,2,2,0
deepseek14b,implicature,swmimp118,2,3,0
deepseek14b,implicature,swmimp118,2,4,1
deepseek14b,implicature,swmimp118,3,1,0
deepseek14b,implicature,swmimp118,3,2,0
deepseek14b,implicature,swmimp118,3,3,0
deepseek14b,implicature,swmimp118,3,4,0
