model,task,story_id,repetition,accuracy
deepseek14b,false_belief,fb015,3,1.0
deepseek14b,implicature,swmimp106,2,0.0
deepseek14b,false_belief,fb014,1,1.0
deepseek14b,implicature,swmimp103,3,1.0
deepseek14b,false_belief,fb013,2,1.0
deepseek14b,false_belief,fb015,1,1.0
deepseek14b,false_belief,fb014,2,1.0
deepseek14b,false_belief,fb012,3,1.0
deepseek14b,false_belief,fb012,1,1.0
deepseek14b,false_belief,fb013,3,1.0
deepseek14b,implicature,swmimp099,2,1.0
deepseek14b,false_belief,fb013,1,1.0
deepseek14b,false_belief,fb011,2,1.0
deepseek14b,implicature,swmimp100,2,0.0
deepseek14b,implicature,swmimp099,1,0.0
deepseek14b,implicature,swmimp100,3,1.0
deepseek14b,false_belief,fb010,3,1.0
deepseek14b,implicature,swmimp101,1,0.0
deepseek14b,false_belief,fb012,2,1.0
deepseek14b,implicature,swmimp098,3,0.0
deepseek14b,false_belief,fb011,3,1.0
deepseek14b,false_belief,fb010,1,1.0
deepseek14b,implicature,swmimp101,2,0.0
deepseek14b,false_belief,fb009,2,1.0
deepseek14b,implicature,swmimp098,2,0.0
deepseek14b,false_belief,fb011,1,1.0
deepseek14b,false_belief,fb010,2,1.0
deepseek14b,false_belief,fb008,3,1.0
deepseek14b,false_belief,fb008,1,1.0
deepseek14b,false_belief,fb009,3,0.0
deepseek14b,false_belief,fb009,1,1.0
deepseek14b,false_belief,fb007,2,1.0
deepseek14b,implicature,swmimp096,3,0.0
deepseek14b,false_belief,fb007,1,1.0
deepseek14b,implicature,swmimp105,3,1.0
deepseek14b,false_belief,fb006,3,1.0
deepseek14b,implicature,swmimp096,2,0.0
deepseek14b,false_belief,fb008,2,1.0
deepseek14b,implicature,swmimp096,1,0.0
deepseek14b,false_belief,fb007,3,1.0
deepseek14b,implicature,swmimp097,3,0.0
deepseek14b,false_belief,fb006,1,1.0
deepseek14b,implicature,swmimp098,1,1.0
deepseek14b,false_belief,fb005,2,1.0
deepseek14b,implicature,swmimp099,3,0.0
deepseek14b,implicature,swmimp100,1,1.0
deepseek14b,implicature,swmimp097,2,0.0
deepseek14b,false_belief,fb006,2,1.0
deepseek14b,false_belief,fb004,3,1.0
deepseek14b,implicature,swmimp095,3,1.0
deepseek14b,implicature,swmimp095,2,0.0
deepseek14b,implicature,swmimp097,1,0.0
deepseek14b,implicature,swmimp095,1,0.0
deepseek14b,false_belief,fb003,3,1.0
deepseek14b,implicature,swmimp094,3,1.0
deepseek14b,false_belief,fb003,1,1.0
deepseek14b,implicature,swmimp094,2,1.0
deepseek14b,false_belief,fb005,1,1.0
deepseek14b,implicature,swmimp094,1,0.0
deepseek14b,implicature,swmimp093,3,0.0
deepseek14b,implicature,swmimp093,2,0.0
deepseek14b,false_belief,fb002,1,1.0
deepseek14b,false_belief,fb005,3,1.0
deepseek14b,implicature,swmimp093,1,0.0
deepseek14b,false_belief,fb004,1,1.0
deepseek14b,false_belief,fb003,2,1.0
deepseek14b,implicature,swmimp092,3,0.0
deepseek14b,false_belief,fb004,2,1.0
deepseek14b,implicature,swmimp092,2,0.0
deepseek14b,false_belief,fb002,2,1.0
deepseek14b,implicature,swmimp092,1,0.0
deepseek14b,false_belief,fb001,2,1.0
deepseek14b,implicature,swmimp067,3,0.0
deepseek14b,implicature,swmimp091,3,0.0
deepseek14b,false_belief,fb020,2,1.0
deepseek14b,implicature,swmimp068,1,1.0
deepseek14b,implicature,swmimp200,3,0.0
deepseek14b,false_belief,fb001,3,1.0
deepseek14b,implicature,swmimp200,2,0.0
deepseek14b,implicature,swmimp067,2,0.0
deepseek14b,implicature,swmimp200,1,0.0
deepseek14b,implicature,swmimp199,3,1.0
deepseek14b,false_belief,fb001,1,1.0
deepseek14b,implicature,swmimp199,2,0.0
deepseek14b,implicature,swmimp090,3,1.0
deepseek14b,implicature,swmimp199,1,0.0
deepseek14b,implicature,swmimp089,3,0.0
deepseek14b,implicature,swmimp198,3,0.0
deepseek14b,implicature,swmimp090,2,1.0
deepseek14b,implicature,swmimp198,2,0.0
deepseek14b,implicature,swmimp174,2,0.0
deepseek14b,implicature,swmimp089,2,0.0
deepseek14b,implicature,swmimp198,1,0.0
deepseek14b,implicature,swmimp088,3,0.0
deepseek14b,implicature,swmimp197,3,0.0
deepseek14b,implicature,swmimp196,3,0.0
deepseek14b,implicature,swmimp089,1,1.0
deepseek14b,false_belief,fb031,2,1.0
deepseek14b,implicature,swmimp090,1,1.0
deepseek14b,implicature,swmimp091,2,1.0
deepseek14b,implicature,swmimp196,1,0.0
deepseek14b,implicature,swmimp088,1,0.0
deepseek14b,implicature,swmimp174,1,0.0
deepseek14b,implicature,swmimp195,3,0.0
deepseek14b,implicature,swmimp088,2,0.0
deepseek14b,implicature,swmimp087,3,0.0
deepseek14b,implicature,swmimp197,1,0.0
deepseek14b,implicature,swmimp087,1,0.0
deepseek14b,implicature,swmimp196,2,0.0
deepseek14b,implicature,swmimp195,1,0.0
deepseek14b,implicature,swmimp087,2,0.0
deepseek14b,implicature,swmimp195,2,0.0
deepseek14b,implicature,swmimp086,3,0.0
deepseek14b,implicature,swmimp091,1,0.0
deepseek14b,implicature,swmimp194,3,0.0
deepseek14b,implicature,swmimp086,2,0.0
deepseek14b,implicature,swmimp194,2,1.0
deepseek14b,implicature,swmimp197,2,0.0
deepseek14b,implicature,swmimp194,1,0.0
deepseek14b,implicature,swmimp193,3,0.0
deepseek14b,implicature,swmimp193,2,0.0
deepseek14b,implicature,swmimp193,1,0.0
deepseek14b,implicature,swmimp192,3,1.0
deepseek14b,implicature,swmimp085,2,0.0
deepseek14b,implicature,swmimp192,2,1.0
deepseek14b,implicature,swmimp192,1,0.0
deepseek14b,implicature,swmimp191,3,0.0
deepseek14b,implicature,swmimp085,1,0.0
deepseek14b,implicature,swmimp191,2,0.0
deepseek14b,implicature,swmimp084,3,0.0
deepseek14b,implicature,swmimp191,1,0.0
deepseek14b,implicature,swmimp084,2,0.0
deepseek14b,implicature,swmimp190,3,1.0
deepseek14b,implicature,swmimp084,1,0.0
deepseek14b,implicature,swmimp190,2,1.0
deepseek14b,implicature,swmimp083,3,0.0
deepseek14b,implicature,swmimp190,1,1.0
deepseek14b,implicature,swmimp083,2,0.0
deepseek14b,implicature,swmimp189,3,0.0
deepseek14b,implicature,swmimp083,1,0.0
deepseek14b,implicature,swmimp189,2,0.0
deepseek14b,implicature,swmimp082,3,0.0
deepseek14b,implicature,swmimp189,1,1.0
deepseek14b,implicature,swmimp082,2,0.0
deepseek14b,implicature,swmimp188,3,0.0
deepseek14b,implicature,swmimp082,1,0.0
deepseek14b,implicature,swmimp188,2,1.0
deepseek14b,implicature,swmimp081,3,0.0
deepseek14b,implicature,swmimp188,1,1.0
deepseek14b,implicature,swmimp081,2,0.0
deepseek14b,implicature,swmimp187,3,0.0
deepseek14b,implicature,swmimp081,1,0.0
deepseek14b,implicature,swmimp187,2,1.0
deepseek14b,implicature,swmimp080,3,1.0
deepseek14b,implicature,swmimp187,1,0.0
deepseek14b,implicature,swmimp080,2,1.0
deepseek14b,implicature,swmimp186,3,0.0
deepseek14b,implicature,swmimp080,1,1.0
deepseek14b,implicature,swmimp186,2,1.0
deepseek14b,implicature,swmimp079,3,0.0
deepseek14b,implicature,swmimp186,1,0.0
deepseek14b,implicature,swmimp079,2,0.0
deepseek14b,implicature,swmimp185,3,0.0
deepseek14b,implicature,swmimp079,1,1.0
deepseek14b,implicature,swmimp185,2,0.0
deepseek14b,implicature,swmimp078,3,1.0
deepseek14b,implicature,swmimp185,1,1.0
deepseek14b,implicature,swmimp078,2,0.0
deepseek14b,implicature,swmimp184,3,0.0
deepseek14b,implicature,swmimp078,1,1.0
deepseek14b,implicature,swmimp182,2,0.0
deepseek14b,implicature,swmimp077,3,1.0
deepseek14b,implicature,swmimp184,2,0.0
deepseek14b,implicature,swmimp077,2,1.0
deepseek14b,false_belief,fb002,3,1.0
deepseek14b,implicature,swmimp182,3,0.0
deepseek14b,implicature,swmimp077,1,0.0
deepseek14b,implicature,swmimp184,1,0.0
deepseek14b,implicature,swmimp076,3,1.0
deepseek14b,implicature,swmimp183,3,1.0
deepseek14b,implicature,swmimp076,2,1.0
deepseek14b,implicature,swmimp182,1,1.0
deepseek14b,implicature,swmimp076,1,1.0
deepseek14b,implicature,swmimp075,3,1.0
deepseek14b,implicature,swmimp183,1,0.0
deepseek14b,implicature,swmimp075,2,1.0
deepseek14b,implicature,swmimp183,2,0.0
deepseek14b,implicature,swmimp181,3,0.0
deepseek14b,implicature,swmimp075,1,1.0
deepseek14b,implicature,swmimp181,2,0.0
deepseek14b,implicature,swmimp074,3,0.0
deepseek14b,implicature,swmimp181,1,0.0
deepseek14b,implicature,swmimp074,2,0.0
deepseek14b,implicature,swmimp180,3,1.0
deepseek14b,implicature,swmimp074,1,0.0
deepseek14b,implicature,swmimp179,3,0.0
deepseek14b,implicature,swmimp073,3,0.0
deepseek14b,implicature,swmimp073,2,0.0
deepseek14b,implicature,swmimp180,2,1.0
deepseek14b,implicature,swmimp073,1,1.0
deepseek14b,implicature,swmimp180,1,1.0
deepseek14b,implicature,swmimp179,2,1.0
deepseek14b,implicature,swmimp072,3,1.0
deepseek14b,implicature,swmimp178,3,1.0
deepseek14b,implicature,swmimp072,2,1.0
deepseek14b,implicature,swmimp178,1,1.0
deepseek14b,implicature,swmimp072,1,1.0
deepseek14b,implicature,swmimp179,1,0.0
deepseek14b,implicature,swmimp071,3,1.0
deepseek14b,implicature,swmimp177,3,1.0
deepseek14b,implicature,swmimp071,2,1.0
deepseek14b,implicature,swmimp071,1,1.0
deepseek14b,implicature,swmimp176,3,0.0
deepseek14b,implicature,swmimp070,3,0.0
deepseek14b,implicature,swmimp070,2,0.0
deepseek14b,implicature,swmimp177,1,1.0
deepseek14b,implicature,swmimp070,1,0.0
deepseek14b,implicature,swmimp176,2,0.0
deepseek14b,implicature,swmimp069,3,1.0
deepseek14b,implicature,swmimp176,1,1.0
deepseek14b,implicature,swmimp069,2,0.0
deepseek14b,implicature,swmimp175,3,1.0
deepseek14b,implicature,swmimp069,1,0.0
deepseek14b,implicature,swmimp085,3,0.0
deepseek14b,implicature,swmimp175,2,1.0
deepseek14b,implicature,swmimp086,1,0.0
deepseek14b,implicature,swmimp068,3,0.0
deepseek14b,implicature,swmimp178,2,1.0
deepseek14b,implicature,swmimp177,2,1.0
deepseek32b,false_belief,fb003,2,1.0
deepseek32b,false_belief,fb001,1,1.0
deepseek32b,false_belief,fb001,2,1.0
deepseek32b,false_belief,fb002,1,1.0
deepseek32b,false_belief,fb002,3,1.0
deepseek32b,false_belief,fb001,3,1.0
deepseek32b,false_belief,fb002,2,1.0
deepseek32b,false_belief,fb003,1,1.0
deepseek32b,false_belief,fb004,2,1.0
deepseek32b,false_belief,fb004,3,1.0
deepseek32b,false_belief,fb003,3,1.0
deepseek32b,false_belief,fb005,1,1.0
deepseek32b,false_belief,fb004,1,1.0
deepseek32b,false_belief,fb005,2,1.0
deepseek32b,false_belief,fb005,3,1.0
deepseek32b,false_belief,fb006,1,1.0
deepseek32b,false_belief,fb006,2,1.0
deepseek32b,false_belief,fb007,1,1.0
deepseek32b,false_belief,fb006,3,1.0
deepseek32b,false_belief,fb008,3,1.0
deepseek32b,false_belief,fb007,3,1.0
deepseek32b,false_belief,fb007,2,1.0
deepseek32b,false_belief,fb008,1,1.0
deepseek32b,false_belief,fb008,2,1.0
deepseek32b,false_belief,fb009,2,1.0
deepseek32b,false_belief,fb009,1,1.0
deepseek32b,false_belief,fb010,1,1.0
deepseek32b,false_belief,fb009,3,1.0
deepseek32b,false_belief,fb010,3,0.0
deepseek32b,false_belief,fb011,1,1.0
deepseek32b,false_belief,fb010,2,1.0
deepseek32b,false_belief,fb011,2,1.0
deepseek32b,false_belief,fb011,3,1.0
deepseek32b,false_belief,fb014,1,1.0
deepseek32b,false_belief,fb012,3,1.0
deepseek32b,false_belief,fb012,1,1.0
deepseek32b,false_belief,fb012,2,1.0
deepseek32b,false_belief,fb014,2,1.0
deepseek32b,false_belief,fb013,1,1.0
deepseek32b,false_belief,fb013,2,1.0
deepseek32b,false_belief,fb014,3,1.0
deepseek32b,false_belief,fb015,1,1.0
deepseek32b,false_belief,fb016,3,1.0
deepseek32b,false_belief,fb015,2,1.0
deepseek32b,false_belief,fb016,1,1.0
deepseek32b,false_belief,fb016,2,1.0
deepseek32b,false_belief,fb015,3,1.0
deepseek32b,false_belief,fb017,2,1.0
deepseek32b,false_belief,fb017,1,1.0
deepseek32b,false_belief,fb017,3,1.0
deepseek32b,false_belief,fb018,3,1.0
deepseek32b,false_belief,fb018,1,1.0
deepseek32b,false_belief,fb018,2,1.0
deepseek32b,false_belief,fb019,1,1.0
deepseek32b,false_belief,fb019,2,1.0
deepseek32b,false_belief,fb019,3,1.0
deepseek32b,false_belief,fb020,1,1.0
deepseek32b,false_belief,fb021,2,1.0
deepseek32b,false_belief,fb020,3,1.0
deepseek32b,false_belief,fb021,3,1.0
deepseek32b,false_belief,fb021,1,1.0
deepseek32b,false_belief,fb022,2,1.0
deepseek32b,false_belief,fb022,1,1.0
deepseek32b,false_belief,fb022,3,1.0
deepseek32b,false_belief,fb023,1,1.0
deepseek32b,false_belief,fb023,2,1.0
deepseek32b,false_belief,fb023,3,1.0
deepseek32b,false_belief,fb024,1,1.0
deepseek32b,false_belief,fb024,2,1.0
deepseek32b,false_belief,fb020,2,1.0
deepseek32b,false_belief,fb024,3,1.0
deepseek32b,false_belief,fb025,1,1.0
deepseek32b,false_belief,fb026,1,1.0
deepseek32b,false_belief,fb025,2,1.0
deepseek32b,false_belief,fb025,3,0.0
deepseek32b,false_belief,fb026,2,1.0
deepseek32b,false_belief,fb027,1,1.0
deepseek32b,false_belief,fb026,3,1.0
deepseek32b,false_belief,fb027,2,1.0
deepseek32b,false_belief,fb027,3,1.0
deepseek32b,false_belief,fb028,2,1.0
deepseek32b,false_belief,fb029,1,1.0
deepseek32b,false_belief,fb028,3,1.0
deepseek32b,false_belief,fb029,2,1.0
deepseek32b,false_belief,fb029,3,1.0
deepseek32b,false_belief,fb030,1,1.0
deepseek32b,false_belief,fb030,2,1.0
deepseek32b,false_belief,fb031,1,1.0
deepseek32b,false_belief,fb031,2,1.0
deepseek32b,false_belief,fb030,3,1.0
deepseek32b,false_belief,fb032,1,1.0
deepseek32b,false_belief,fb031,3,1.0
deepseek32b,false_belief,fb032,3,1.0
deepseek32b,false_belief,fb032,2,1.0
deepseek32b,false_belief,fb033,1,1.0
deepseek32b,false_belief,fb033,2,1.0
deepseek32b,false_belief,fb013,3,1.0
deepseek32b,false_belief,fb033,3,1.0
deepseek32b,false_belief,fb034,1,1.0
deepseek32b,false_belief,fb034,2,1.0
deepseek32b,false_belief,fb034,3,1.0
deepseek32b,false_belief,fb035,1,0.0
deepseek32b,false_belief,fb035,2,0.0
deepseek32b,false_belief,fb036,2,1.0
deepseek32b,false_belief,fb036,1,1.0
deepseek32b,false_belief,fb036,3,1.0
deepseek32b,false_belief,fb037,2,1.0
deepseek32b,false_belief,fb037,1,1.0
deepseek32b,false_belief,fb037,3,1.0
deepseek32b,false_belief,fb038,2,1.0
deepseek32b,false_belief,fb038,1,1.0
deepseek32b,false_belief,fb038,3,1.0
deepseek32b,false_belief,fb039,2,1.0
deepseek32b,false_belief,fb039,1,1.0
deepseek32b,false_belief,fb039,3,1.0
deepseek32b,false_belief,fb040,1,1.0
deepseek32b,false_belief,fb041,1,1.0
deepseek32b,false_belief,fb040,2,1.0
deepseek32b,false_belief,fb041,2,1.0
deepseek32b,false_belief,fb041,3,1.0
deepseek32b,false_belief,fb040,3,1.0
deepseek32b,false_belief,fb042,2,1.0
deepseek32b,false_belief,fb042,1,1.0
deepseek32b,false_belief,fb042,3,1.0
deepseek32b,false_belief,fb043,1,1.0
deepseek32b,false_belief,fb043,2,1.0
deepseek32b,false_belief,fb043,3,1.0
deepseek32b,false_belief,fb044,2,1.0
deepseek32b,false_belief,fb044,1,1.0
deepseek32b,false_belief,fb044,3,1.0
deepseek32b,false_belief,fb045,1,1.0
deepseek32b,false_belief,fb045,2,1.0
deepseek32b,false_belief,fb045,3,1.0
deepseek32b,false_belief,fb046,1,1.0
deepseek32b,false_belief,fb028,1,1.0
deepseek32b,false_belief,fb046,2,1.0
deepseek32b,false_belief,fb047,2,1.0
deepseek32b,false_belief,fb047,1,1.0
deepseek32b,false_belief,fb046,3,1.0
deepseek32b,false_belief,fb047,3,1.0
deepseek32b,false_belief,fb048,1,1.0
deepseek32b,false_belief,fb048,2,1.0
deepseek32b,false_belief,fb048,3,1.0
deepseek32b,false_belief,fb049,2,1.0
deepseek32b,false_belief,fb049,1,1.0
deepseek32b,false_belief,fb049,3,1.0
deepseek32b,false_belief,fb050,1,1.0
deepseek32b,false_belief,fb050,3,1.0
deepseek32b,false_belief,fb050,2,1.0
deepseek32b,false_belief,fb051,3,1.0
deepseek32b,false_belief,fb051,2,1.0
deepseek32b,false_belief,fb051,1,1.0
deepseek32b,false_belief,fb052,1,1.0
deepseek32b,false_belief,fb052,3,1.0
deepseek32b,false_belief,fb052,2,1.0
deepseek32b,false_belief,fb053,3,1.0
deepseek32b,false_belief,fb054,1,1.0
deepseek32b,false_belief,fb053,1,1.0
deepseek32b,false_belief,fb035,3,0.0
deepseek32b,false_belief,fb053,2,1.0
deepseek32b,false_belief,fb054,2,1.0
deepseek32b,false_belief,fb055,2,1.0
deepseek32b,false_belief,fb055,1,1.0
deepseek32b,false_belief,fb055,3,1.0
deepseek32b,false_belief,fb054,3,1.0
deepseek32b,false_belief,fb056,1,1.0
deepseek32b,false_belief,fb056,2,1.0
deepseek32b,false_belief,fb057,1,1.0
deepseek32b,false_belief,fb056,3,1.0
deepseek32b,false_belief,fb057,2,1.0
deepseek32b,false_belief,fb057,3,0.0
deepseek32b,false_belief,fb058,3,1.0
deepseek32b,false_belief,fb058,2,1.0
deepseek32b,false_belief,fb058,1,1.0
deepseek32b,false_belief,fb059,2,1.0
deepseek32b,false_belief,fb059,1,1.0
deepseek32b,false_belief,fb059,3,1.0
deepseek32b,false_belief,fb060,1,1.0
deepseek32b,false_belief,sfp011,1,1.0
deepseek32b,false_belief,fb060,2,1.0
deepseek32b,false_belief,sfp011,2,1.0
deepseek32b,false_belief,sfp012,1,0.0
deepseek32b,false_belief,sfp011,3,1.0
deepseek32b,false_belief,fb060,3,1.0
deepseek32b,false_belief,sfp013,1,1.0
deepseek32b,false_belief,sfp013,2,1.0
deepseek32b,false_belief,sfp012,3,0.0
deepseek32b,false_belief,sfp014,2,1.0
deepseek32b,false_belief,sfp014,1,1.0
deepseek32b,false_belief,sfp012,2,0.0
deepseek32b,false_belief,sfp015,1,1.0
deepseek32b,false_belief,sfp013,3,1.0
deepseek32b,false_belief,sfp015,3,1.0
deepseek32b,false_belief,sfp014,3,1.0
deepseek32b,false_belief,sfp015,2,1.0
deepseek32b,false_belief,sfp016,2,1.0
deepseek32b,false_belief,sfp016,3,1.0
deepseek32b,false_belief,sfp016,1,1.0
deepseek32b,false_belief,sfp017,3,1.0
deepseek32b,false_belief,sfp018,2,0.0
deepseek32b,false_belief,sfp019,1,1.0
deepseek32b,false_belief,sfp018,3,0.0
deepseek32b,false_belief,sfp018,1,0.0
deepseek32b,false_belief,sfp017,1,1.0
deepseek32b,false_belief,sfp019,3,0.0
deepseek32b,false_belief,sfp019,2,1.0
deepseek32b,false_belief,sfp017,2,1.0
deepseek32b,false_belief,sfp020,1,1.0
deepseek32b,false_belief,sfp020,2,1.0
deepseek32b,false_belief,sfp020,3,1.0
deepseek32b,faux_pas,sfp001,3,1.0
deepseek32b,faux_pas,sfp001,1,1.0
deepseek32b,faux_pas,sfp002,3,1.0
deepseek32b,faux_pas,sfp001,2,1.0
deepseek32b,faux_pas,sfp002,2,1.0
deepseek32b,faux_pas,sfp003,2,1.0
deepseek32b,faux_pas,sfp002,1,1.0
deepseek32b,faux_pas,sfp003,1,1.0
deepseek32b,faux_pas,sfp003,3,1.0
deepseek32b,faux_pas,sfp004,1,1.0
deepseek32b,faux_pas,sfp004,2,1.0
deepseek32b,faux_pas,sfp005,2,1.0
deepseek32b,faux_pas,sfp005,1,1.0
deepseek32b,faux_pas,sfp006,1,1.0
deepseek32b,faux_pas,sfp004,3,1.0
deepseek32b,faux_pas,sfp005,3,1.0
deepseek32b,faux_pas,sfp006,2,1.0
deepseek32b,faux_pas,sfp006,3,1.0
deepseek32b,faux_pas,sfp007,1,1.0
deepseek32b,faux_pas,sfp007,2,1.0
deepseek32b,faux_pas,sfp008,1,1.0
deepseek32b,faux_pas,sfp007,3,1.0
deepseek32b,faux_pas,sfp009,2,0.0
deepseek32b,faux_pas,sfp009,1,1.0
deepseek32b,faux_pas,sfp009,3,1.0
deepseek32b,faux_pas,sfp010,1,1.0
deepseek32b,faux_pas,sfp008,2,1.0
deepseek32b,implicature,swmimp001,1,0.0
deepseek32b,faux_pas,sfp010,3,1.0
deepseek32b,implicature,swmimp001,2,0.0
deepseek32b,implicature,swmimp001,3,0.0
deepseek32b,faux_pas,sfp010,2,0.0
deepseek32b,implicature,swmimp004,1,1.0
deepseek32b,implicature,swmimp002,2,1.0
deepseek32b,implicature,swmimp003,1,0.0
deepseek32b,implicature,swmimp003,2,0.0
deepseek32b,implicature,swmimp003,3,0.0
deepseek32b,implicature,swmimp002,1,0.0
deepseek32b,implicature,swmimp004,2,1.0
deepseek32b,implicature,swmimp002,3,0.0
deepseek32b,implicature,swmimp004,3,1.0
deepseek32b,implicature,swmimp006,2,0.0
deepseek32b,implicature,swmimp006,1,0.0
deepseek32b,implicature,swmimp005,1,0.0
deepseek32b,implicature,swmimp006,3,0.0
deepseek32b,implicature,swmimp008,2,1.0
deepseek32b,implicature,swmimp005,2,0.0
deepseek32b,implicature,swmimp005,3,0.0
deepseek32b,implicature,swmimp007,3,1.0
deepseek32b,implicature,swmimp008,1,0.0
deepseek32b,implicature,swmimp009,1,1.0
deepseek32b,implicature,swmimp009,2,1.0
deepseek32b,implicature,swmimp007,2,0.0
deepseek32b,implicature,swmimp008,3,0.0
deepseek32b,implicature,swmimp010,1,0.0
deepseek32b,implicature,swmimp010,3,1.0
deepseek32b,implicature,swmimp010,2,1.0
deepseek32b,implicature,swmimp011,1,1.0
deepseek32b,implicature,swmimp007,1,1.0
deepseek32b,implicature,swmimp011,2,1.0
deepseek32b,implicature,swmimp012,1,1.0
deepseek32b,implicature,swmimp011,3,1.0
deepseek32b,implicature,swmimp012,2,0.0
deepseek32b,implicature,swmimp009,3,1.0
deepseek32b,implicature,swmimp012,3,0.0
deepseek32b,implicature,swmimp013,1,0.0
deepseek32b,implicature,swmimp015,1,0.0
deepseek32b,implicature,swmimp013,2,0.0
deepseek32b,implicature,swmimp013,3,0.0
deepseek32b,implicature,swmimp014,2,0.0
deepseek32b,implicature,swmimp014,1,0.0
deepseek32b,implicature,swmimp014,3,0.0
deepseek32b,implicature,swmimp015,3,0.0
deepseek32b,implicature,swmimp015,2,0.0
deepseek32b,implicature,swmimp016,3,0.0
deepseek32b,implicature,swmimp017,1,0.0
deepseek32b,implicature,swmimp017,3,0.0
deepseek32b,implicature,swmimp018,2,0.0
deepseek32b,implicature,swmimp017,2,1.0
deepseek32b,implicature,swmimp018,1,0.0
deepseek32b,implicature,swmimp016,2,1.0
deepseek32b,implicature,swmimp018,3,0.0
deepseek32b,faux_pas,sfp008,3,1.0
deepseek32b,implicature,swmimp019,3,0.0
deepseek32b,implicature,swmimp019,2,1.0
deepseek32b,implicature,swmimp016,1,0.0
deepseek32b,implicature,swmimp020,1,0.0
deepseek32b,implicature,swmimp020,2,0.0
deepseek32b,implicature,swmimp021,2,0.0
deepseek32b,implicature,swmimp020,3,0.0
deepseek32b,implicature,swmimp021,1,0.0
deepseek32b,implicature,swmimp019,1,1.0
deepseek32b,implicature,swmimp021,3,0.0
deepseek32b,implicature,swmimp024,1,1.0
deepseek32b,implicature,swmimp022,1,1.0
deepseek32b,implicature,swmimp023,2,0.0
deepseek32b,implicature,swmimp022,2,1.0
deepseek32b,implicature,swmimp023,3,0.0
deepseek32b,implicature,swmimp023,1,0.0
deepseek32b,implicature,swmimp022,3,1.0
deepseek32b,implicature,swmimp025,2,0.0
deepseek32b,implicature,swmimp025,3,1.0
deepseek32b,implicature,swmimp024,2,0.0
deepseek32b,implicature,swmimp024,3,0.0
deepseek32b,implicature,swmimp027,1,0.0
deepseek32b,implicature,swmimp027,3,0.0
deepseek32b,implicature,swmimp027,2,0.0
deepseek32b,implicature,swmimp026,2,0.0
deepseek32b,implicature,swmimp026,3,0.0
deepseek32b,implicature,swmimp026,1,0.0
deepseek32b,implicature,swmimp025,1,1.0
deepseek32b,implicature,swmimp030,2,1.0
deepseek32b,implicature,swmimp030,1,1.0
deepseek32b,implicature,swmimp029,2,0.0
deepseek32b,implicature,swmimp029,3,0.0
deepseek32b,implicature,swmimp029,1,0.0
deepseek32b,implicature,swmimp028,3,0.0
deepseek32b,implicature,swmimp030,3,1.0
deepseek32b,implicature,swmimp028,1,1.0
deepseek32b,implicature,swmimp028,2,0.0
deepseek32b,implicature,swmimp033,1,1.0
deepseek32b,implicature,swmimp032,1,0.0
deepseek32b,implicature,swmimp031,2,0.0
deepseek32b,implicature,swmimp032,2,0.0
deepseek32b,implicature,swmimp031,3,1.0
deepseek32b,implicature,swmimp031,1,0.0
deepseek32b,implicature,swmimp033,3,1.0
deepseek32b,implicature,swmimp032,3,0.0
deepseek32b,implicature,swmimp033,2,0.0
deepseek32b,implicature,swmimp034,1,0.0
deepseek32b,implicature,swmimp034,2,1.0
deepseek32b,implicature,swmimp034,3,0.0
deepseek32b,implicature,swmimp035,1,0.0
deepseek32b,implicature,swmimp035,3,0.0
deepseek32b,implicature,swmimp035,2,0.0
deepseek32b,implicature,swmimp036,2,0.0
deepseek32b,implicature,swmimp037,1,0.0
deepseek32b,implicature,swmimp036,1,0.0
deepseek32b,implicature,swmimp036,3,0.0
deepseek32b,implicature,swmimp037,3,1.0
deepseek32b,implicature,swmimp037,2,0.0
deepseek32b,implicature,swmimp039,3,1.0
deepseek32b,implicature,swmimp039,1,0.0
deepseek32b,implicature,swmimp038,1,0.0
deepseek32b,implicature,swmimp039,2,1.0
deepseek32b,implicature,swmimp038,2,0.0
deepseek32b,implicature,swmimp040,1,1.0
deepseek32b,implicature,swmimp040,2,1.0
deepseek32b,implicature,swmimp038,3,0.0
deepseek32b,implicature,swmimp041,1,0.0
deepseek32b,implicature,swmimp040,3,0.0
deepseek32b,implicature,swmimp042,1,0.0
deepseek32b,implicature,swmimp041,2,0.0
deepseek32b,implicature,swmimp043,1,0.0
deepseek32b,implicature,swmimp041,3,0.0
deepseek32b,implicature,swmimp042,2,0.0
deepseek32b,implicature,swmimp043,2,0.0
deepseek32b,implicature,swmimp043,3,0.0
deepseek32b,implicature,swmimp042,3,1.0
deepseek32b,implicature,swmimp044,1,0.0
deepseek32b,implicature,swmimp044,2,0.0
deepseek32b,implicature,swmimp045,3,0.0
deepseek32b,implicature,swmimp044,3,0.0
deepseek32b,implicature,swmimp045,1,0.0
deepseek32b,implicature,swmimp045,2,0.0
deepseek32b,implicature,swmimp046,1,0.0
deepseek32b,implicature,swmimp048,1,0.0
deepseek32b,implicature,swmimp046,2,0.0
deepseek32b,implicature,swmimp047,1,0.0
deepseek32b,implicature,swmimp047,2,0.0
deepseek32b,implicature,swmimp047,3,0.0
deepseek32b,implicature,swmimp048,2,0.0
deepseek32b,implicature,swmimp046,3,0.0
deepseek32b,implicature,swmimp048,3,0.0
deepseek32b,implicature,swmimp050,2,0.0
deepseek32b,implicature,swmimp051,2,1.0
deepseek32b,implicature,swmimp049,2,0.0
